event_id,branch_id,event_type,payload,received_at,status
338,6,TRANSACTION_SYNC,"{""transaction_id"":338,""branch_id"":6,""final_amount"":458.64,""payment_method"":""CARD""}",2026-02-07 10:52:02,PROCESSED
339,6,TRANSACTION_SYNC,"{""transaction_id"":339,""branch_id"":6,""final_amount"":65.55,""payment_method"":""CASH""}",2026-02-07 20:45:08,RECEIVED
340,6,TRANSACTION_SYNC,"{""transaction_id"":340,""branch_id"":6,""final_amount"":210.4,""payment_method"":""CARD""}",2026-02-07 19:49:09,PROCESSED
341,6,TRANSACTION_SYNC,"{""transaction_id"":341,""branch_id"":6,""final_amount"":546.7,""payment_method"":""CASH""}",2026-02-07 19:09:08,PROCESSED
342,6,INVENTORY_UPDATE,"{""transaction_id"":342,""branch_id"":6,""final_amount"":520.49,""payment_method"":""CASH""}",2026-02-07 10:18:05,PROCESSED
343,6,ALERT,"{""transaction_id"":343,""branch_id"":6,""final_amount"":314.24,""payment_method"":""CARD""}",2026-02-07 10:44:07,PROCESSED
344,6,TRANSACTION_SYNC,"{""transaction_id"":344,""branch_id"":6,""final_amount"":407.84,""payment_method"":""CARD""}",2026-02-07 12:22:06,PROCESSED
345,6,TRANSACTION_SYNC,"{""transaction_id"":345,""branch_id"":6,""final_amount"":97.26,""payment_method"":""CARD""}",2026-02-07 13:45:06,PROCESSED
346,6,INVENTORY_UPDATE,"{""transaction_id"":346,""branch_id"":6,""final_amount"":456.28,""payment_method"":""CASH""}",2026-02-07 11:45:05,PROCESSED
347,6,TRANSACTION_SYNC,"{""transaction_id"":347,""branch_id"":6,""final_amount"":346.99,""payment_method"":""CARD""}",2026-02-07 19:13:09,PROCESSED
348,6,TRANSACTION_SYNC,"{""transaction_id"":348,""branch_id"":6,""final_amount"":488.34,""payment_method"":""CARD""}",2026-02-07 13:57:09,PROCESSED
349,6,TRANSACTION_SYNC,"{""transaction_id"":349,""branch_id"":6,""final_amount"":147.18,""payment_method"":""CASH""}",2026-02-07 11:02:02,PROCESSED
350,6,TRANSACTION_SYNC,"{""transaction_id"":350,""branch_id"":6,""final_amount"":468.22,""payment_method"":""CASH""}",2026-02-07 09:04:01,PROCESSED
351,1,TRANSACTION_SYNC,"{""transaction_id"":351,""branch_id"":1,""final_amount"":436.24,""payment_method"":""CASH""}",2026-02-08 09:39:07,PROCESSED
352,1,TRANSACTION_SYNC,"{""transaction_id"":352,""branch_id"":1,""final_amount"":129.3,""payment_method"":""CASH""}",2026-02-08 14:40:05,PROCESSED
353,1,INVENTORY_UPDATE,"{""transaction_id"":353,""branch_id"":1,""final_amount"":65.15,""payment_method"":""WALLET""}",2026-02-08 15:15:08,PROCESSED
354,1,TRANSACTION_SYNC,"{""transaction_id"":354,""branch_id"":1,""final_amount"":491.92,""payment_method"":""WALLET""}",2026-02-08 16:11:04,PROCESSED
355,1,TRANSACTION_SYNC,"{""transaction_id"":355,""branch_id"":1,""final_amount"":300.67,""payment_method"":""CARD""}",2026-02-08 11:39:03,PROCESSED
356,1,INVENTORY_UPDATE,"{""transaction_id"":356,""branch_id"":1,""final_amount"":355.1,""payment_method"":""CASH""}",2026-02-08 11:40:04,PROCESSED
357,1,INVENTORY_UPDATE,"{""transaction_id"":357,""branch_id"":1,""final_amount"":348.41,""payment_method"":""CASH""}",2026-02-08 09:15:07,PROCESSED
358,1,ALERT,"{""transaction_id"":358,""branch_id"":1,""final_amount"":404.1,""payment_method"":""CARD""}",2026-02-08 09:04:04,PROCESSED
359,1,TRANSACTION_SYNC,"{""transaction_id"":359,""branch_id"":1,""final_amount"":176.95,""payment_method"":""CARD""}",2026-02-08 10:18:05,PROCESSED
360,1,ALERT,"{""transaction_id"":360,""branch_id"":1,""final_amount"":111.94,""payment_method"":""CARD""}",2026-02-08 21:28:07,PROCESSED
361,1,TRANSACTION_SYNC,"{""transaction_id"":361,""branch_id"":1,""final_amount"":465.18,""payment_method"":""CASH""}",2026-02-08 18:16:01,PROCESSED
362,1,TRANSACTION_SYNC,"{""transaction_id"":362,""branch_id"":1,""final_amount"":494.51,""payment_method"":""CARD""}",2026-02-08 19:45:02,PROCESSED
363,1,TRANSACTION_SYNC,"{""transaction_id"":363,""branch_id"":1,""final_amount"":460.64,""payment_method"":""CARD""}",2026-02-08 10:28:06,PROCESSED
364,1,TRANSACTION_SYNC,"{""transaction_id"":364,""branch_id"":1,""final_amount"":307.0,""payment_method"":""CASH""}",2026-02-08 21:24:09,PROCESSED
365,1,TRANSACTION_SYNC,"{""transaction_id"":365,""branch_id"":1,""final_amount"":144.43,""payment_method"":""CARD""}",2026-02-08 19:23:08,PROCESSED
366,1,TRANSACTION_SYNC,"{""transaction_id"":366,""branch_id"":1,""final_amount"":566.64,""payment_method"":""CASH""}",2026-02-08 09:39:03,PROCESSED
367,1,TRANSACTION_SYNC,"{""transaction_id"":367,""branch_id"":1,""final_amount"":164.76,""payment_method"":""CASH""}",2026-02-08 10:10:07,PROCESSED
368,2,TRANSACTION_SYNC,"{""transaction_id"":368,""branch_id"":2,""final_amount"":317.32,""payment_method"":""WALLET""}",2026-02-08 17:45:07,PROCESSED
369,2,TRANSACTION_SYNC,"{""transaction_id"":369,""branch_id"":2,""final_amount"":86.91,""payment_method"":""CASH""}",2026-02-08 15:05:05,PROCESSED
370,2,TRANSACTION_SYNC,"{""transaction_id"":370,""branch_id"":2,""final_amount"":316.57,""payment_method"":""CASH""}",2026-02-08 17:41:01,PROCESSED
371,2,TRANSACTION_SYNC,"{""transaction_id"":371,""branch_id"":2,""final_amount"":209.39,""payment_method"":""CASH""}",2026-02-08 09:43:06,PROCESSED
372,2,TRANSACTION_SYNC,"{""transaction_id"":372,""branch_id"":2,""final_amount"":92.07,""payment_method"":""WALLET""}",2026-02-08 10:02:06,PROCESSED
373,2,TRANSACTION_SYNC,"{""transaction_id"":373,""branch_id"":2,""final_amount"":494.0,""payment_method"":""CASH""}",2026-02-08 17:38:09,PROCESSED
374,2,TRANSACTION_SYNC,"{""transaction_id"":374,""branch_id"":2,""final_amount"":121.01,""payment_method"":""CARD""}",2026-02-08 19:31:09,PROCESSED
375,2,INVENTORY_UPDATE,"{""transaction_id"":375,""branch_id"":2,""final_amount"":527.55,""payment_method"":""WALLET""}",2026-02-08 12:15:06,PROCESSED
376,2,TRANSACTION_SYNC,"{""transaction_id"":376,""branch_id"":2,""final_amount"":484.6,""payment_method"":""WALLET""}",2026-02-08 09:51:02,PROCESSED
377,2,TRANSACTION_SYNC,"{""transaction_id"":377,""branch_id"":2,""final_amount"":144.81,""payment_method"":""CARD""}",2026-02-08 11:30:08,PROCESSED
378,2,INVENTORY_UPDATE,"{""transaction_id"":378,""branch_id"":2,""final_amount"":516.37,""payment_method"":""CASH""}",2026-02-08 18:38:07,PROCESSED
379,2,TRANSACTION_SYNC,"{""transaction_id"":379,""branch_id"":2,""final_amount"":303.05,""payment_method"":""CARD""}",2026-02-08 16:59:02,PROCESSED
380,2,TRANSACTION_SYNC,"{""transaction_id"":380,""branch_id"":2,""final_amount"":290.53,""payment_method"":""CASH""}",2026-02-08 09:02:04,PROCESSED
381,2,TRANSACTION_SYNC,"{""transaction_id"":381,""branch_id"":2,""final_amount"":437.83,""payment_method"":""CARD""}",2026-02-08 09:33:06,PROCESSED
382,2,TRANSACTION_SYNC,"{""transaction_id"":382,""branch_id"":2,""final_amount"":524.26,""payment_method"":""CARD""}",2026-02-08 11:22:05,PROCESSED
383,2,TRANSACTION_SYNC,"{""transaction_id"":383,""branch_id"":2,""final_amount"":485.92,""payment_method"":""CASH""}",2026-02-08 13:23:01,PROCESSED
384,2,TRANSACTION_SYNC,"{""transaction_id"":384,""branch_id"":2,""final_amount"":273.65,""payment_method"":""CASH""}",2026-02-08 16:31:04,PROCESSED
385,2,TRANSACTION_SYNC,"{""transaction_id"":385,""branch_id"":2,""final_amount"":244.49,""payment_method"":""CARD""}",2026-02-08 10:49:07,PROCESSED
386,2,TRANSACTION_SYNC,"{""transaction_id"":386,""branch_id"":2,""final_amount"":188.87,""payment_method"":""CASH""}",2026-02-08 15:20:07,PROCESSED
387,2,TRANSACTION_SYNC,"{""transaction_id"":387,""branch_id"":2,""final_amount"":276.11,""payment_method"":""CARD""}",2026-02-08 13:14:03,PROCESSED
388,2,TRANSACTION_SYNC,"{""transaction_id"":388,""branch_id"":2,""final_amount"":99.04,""payment_method"":""CARD""}",2026-02-08 09:37:09,PROCESSED
389,2,TRANSACTION_SYNC,"{""transaction_id"":389,""branch_id"":2,""final_amount"":249.82,""payment_method"":""CASH""}",2026-02-08 14:08:07,PROCESSED
390,2,ALERT,"{""transaction_id"":390,""branch_id"":2,""final_amount"":302.28,""payment_method"":""CARD""}",2026-02-08 09:39:01,PROCESSED
391,2,TRANSACTION_SYNC,"{""transaction_id"":391,""branch_id"":2,""final_amount"":91.64,""payment_method"":""CASH""}",2026-02-08 12:41:09,PROCESSED
392,2,INVENTORY_UPDATE,"{""transaction_id"":392,""branch_id"":2,""final_amount"":388.45,""payment_method"":""CASH""}",2026-02-08 09:42:05,FAILED
393,2,TRANSACTION_SYNC,"{""transaction_id"":393,""branch_id"":2,""final_amount"":318.27,""payment_method"":""CASH""}",2026-02-08 16:55:04,PROCESSED
394,2,TRANSACTION_SYNC,"{""transaction_id"":394,""branch_id"":2,""final_amount"":146.64,""payment_method"":""CASH""}",2026-02-08 17:04:03,PROCESSED
395,2,TRANSACTION_SYNC,"{""transaction_id"":395,""branch_id"":2,""final_amount"":369.16,""payment_method"":""CARD""}",2026-02-08 11:38:03,PROCESSED
396,2,TRANSACTION_SYNC,"{""transaction_id"":396,""branch_id"":2,""final_amount"":443.46,""payment_method"":""WALLET""}",2026-02-08 10:45:02,PROCESSED
397,2,TRANSACTION_SYNC,"{""transaction_id"":397,""branch_id"":2,""final_amount"":200.84,""payment_method"":""CASH""}",2026-02-08 11:50:09,PROCESSED
398,2,ALERT,"{""transaction_id"":398,""branch_id"":2,""final_amount"":401.75,""payment_method"":""CARD""}",2026-02-08 18:09:04,PROCESSED
399,2,INVENTORY_UPDATE,"{""transaction_id"":399,""branch_id"":2,""final_amount"":378.87,""payment_method"":""CASH""}",2026-02-08 18:38:09,PROCESSED
400,2,TRANSACTION_SYNC,"{""transaction_id"":400,""branch_id"":2,""final_amount"":165.1,""payment_method"":""CASH""}",2026-02-08 16:29:07,PROCESSED
