analytics_id,branch_id,product_id,month,total_sold,total_revenue,total_cost,profit,classification
780,1,60,2026-04-02,11,1210.0,660.0,550.0,SLOW_MOVER
781,2,1,2026-04-02,92,1610.0,828.0,782.0,NORMAL
782,2,2,2026-04-02,95,1567.5,807.5,760.0,NORMAL
783,2,3,2026-04-02,44,616.0,330.0,286.0,NORMAL
784,2,4,2026-04-02,55,1925.0,990.0,935.0,NORMAL
785,2,5,2026-04-02,50,4750.0,2750.0,2000.0,NORMAL
786,2,6,2026-04-02,44,968.0,528.0,440.0,NORMAL
787,2,7,2026-04-02,51,2142.0,1122.0,1020.0,NORMAL
788,2,8,2026-04-02,84,4368.0,2352.0,2016.0,NORMAL
789,2,9,2026-04-02,220,1210.0,616.0,594.0,FAST_MOVER
790,2,10,2026-04-02,140,490.0,252.0,238.0,FAST_MOVER
791,2,11,2026-04-02,100,1950.0,1000.0,950.0,NORMAL
792,2,12,2026-04-02,151,2567.0,1359.0,1208.0,FAST_MOVER
793,2,13,2026-04-02,124,2108.0,1116.0,992.0,FAST_MOVER
794,2,14,2026-04-02,54,513.0,270.0,243.0,NORMAL
795,2,15,2026-04-02,53,6360.0,3445.0,2915.0,NORMAL
796,2,16,2026-04-02,74,3552.0,1850.0,1702.0,NORMAL
797,2,17,2026-04-02,23,805.0,414.0,391.0,NORMAL
798,2,18,2026-04-02,99,1188.0,643.5,544.5,NORMAL
799,2,19,2026-04-02,139,1876.5,973.0,903.5,FAST_MOVER
800,2,20,2026-04-02,3,126.0,66.0,60.0,SLOW_MOVER
801,2,21,2026-04-02,233,2446.5,1281.5,1165.0,FAST_MOVER
802,2,22,2026-04-02,89,1691.0,890.0,801.0,NORMAL
803,2,23,2026-04-02,55,1100.0,577.5,522.5,NORMAL
804,2,24,2026-04-02,29,551.0,290.0,261.0,NORMAL
805,2,25,2026-04-02,31,775.0,403.0,372.0,NORMAL
806,2,26,2026-04-02,12,420.0,216.0,204.0,SLOW_MOVER
807,2,27,2026-04-02,202,9090.0,4848.0,4242.0,FAST_MOVER
808,2,28,2026-04-02,240,3360.0,1800.0,1560.0,FAST_MOVER
809,2,29,2026-04-02,311,4354.0,2332.5,2021.5,FAST_MOVER
810,2,30,2026-04-02,367,9542.0,5138.0,4404.0,FAST_MOVER
811,2,31,2026-04-02,365,18980.0,10220.0,8760.0,FAST_MOVER
812,2,32,2026-04-02,65,3640.0,1950.0,1690.0,NORMAL
813,2,33,2026-04-02,46,391.0,207.0,184.0,NORMAL
814,2,34,2026-04-02,63,1197.0,630.0,567.0,NORMAL
815,2,35,2026-04-02,63,3276.0,1764.0,1512.0,NORMAL
816,2,36,2026-04-02,83,1826.0,996.0,830.0,NORMAL
817,2,37,2026-04-02,37,444.0,240.5,203.5,NORMAL
818,2,38,2026-04-02,15,1125.0,600.0,525.0,SLOW_MOVER
819,2,39,2026-04-02,29,754.0,406.0,348.0,NORMAL
820,2,40,2026-04-02,35,980.0,525.0,455.0,NORMAL
821,2,41,2026-04-02,77,11935.0,6545.0,5390.0,NORMAL
822,2,42,2026-04-02,99,12870.0,6930.0,5940.0,NORMAL
823,2,43,2026-04-02,47,1598.0,846.0,752.0,NORMAL
824,2,44,2026-04-02,76,3192.0,1672.0,1520.0,NORMAL
825,2,45,2026-04-02,74,1924.0,1036.0,888.0,NORMAL
826,2,46,2026-04-02,53,1166.0,636.0,530.0,NORMAL
827,2,47,2026-04-02,69,5865.0,3105.0,2760.0,NORMAL
828,2,48,2026-04-02,39,2808.0,1482.0,1326.0,NORMAL
829,2,49,2026-04-02,67,1876.0,1005.0,871.0,NORMAL
830,2,50,2026-04-02,4,460.0,240.0,220.0,SLOW_MOVER
831,2,51,2026-04-02,96,4992.0,2688.0,2304.0,NORMAL
832,2,52,2026-04-02,61,6100.0,3355.0,2745.0,NORMAL
833,2,53,2026-04-02,57,2394.0,1254.0,1140.0,NORMAL
834,2,54,2026-04-02,10,260.0,140.0,120.0,SLOW_MOVER
835,2,55,2026-04-02,14,910.0,490.0,420.0,SLOW_MOVER
836,2,56,2026-04-02,214,3638.0,1926.0,1712.0,FAST_MOVER
837,2,57,2026-04-02,338,3211.0,1690.0,1521.0,FAST_MOVER
838,2,58,2026-04-02,67,1474.0,804.0,670.0,NORMAL
839,2,59,2026-04-02,94,13630.0,7520.0,6110.0,NORMAL
840,2,60,2026-04-02,3,330.0,180.0,150.0,SLOW_MOVER
841,3,1,2026-04-02,79,1382.5,711.0,671.5,NORMAL
842,3,2,2026-04-02,61,1006.5,518.5,488.0,NORMAL
843,3,3,2026-04-02,30,420.0,225.0,195.0,NORMAL
844,3,4,2026-04-02,89,3115.0,1602.0,1513.0,NORMAL
845,3,5,2026-04-02,30,2850.0,1650.0,1200.0,NORMAL
846,3,6,2026-04-02,75,1650.0,900.0,750.0,NORMAL
847,3,7,2026-04-02,92,3864.0,2024.0,1840.0,NORMAL
848,3,8,2026-04-02,92,4784.0,2576.0,2208.0,NORMAL
849,3,9,2026-04-02,368,2024.0,1030.4,993.6,FAST_MOVER
850,3,10,2026-04-02,357,1249.5,642.6,606.9,FAST_MOVER
851,3,11,2026-04-02,58,1131.0,580.0,551.0,NORMAL
852,3,12,2026-04-02,124,2108.0,1116.0,992.0,FAST_MOVER
853,3,13,2026-04-02,158,2686.0,1422.0,1264.0,FAST_MOVER
854,3,14,2026-04-02,59,560.5,295.0,265.5,NORMAL
855,3,15,2026-04-02,47,5640.0,3055.0,2585.0,NORMAL
856,3,16,2026-04-02,97,4656.0,2425.0,2231.0,NORMAL
857,3,17,2026-04-02,30,1050.0,540.0,510.0,NORMAL
858,3,18,2026-04-02,58,696.0,377.0,319.0,NORMAL
859,3,19,2026-04-02,373,5035.5,2611.0,2424.5,FAST_MOVER
860,3,20,2026-04-02,13,546.0,286.0,260.0,SLOW_MOVER
861,3,21,2026-04-02,287,3013.5,1578.5,1435.0,FAST_MOVER
862,3,22,2026-04-02,56,1064.0,560.0,504.0,NORMAL
863,3,23,2026-04-02,38,760.0,399.0,361.0,NORMAL
864,3,24,2026-04-02,48,912.0,480.0,432.0,NORMAL
865,3,25,2026-04-02,65,1625.0,845.0,780.0,NORMAL
866,3,26,2026-04-02,12,420.0,216.0,204.0,SLOW_MOVER
867,3,27,2026-04-02,287,12915.0,6888.0,6027.0,FAST_MOVER
868,3,28,2026-04-02,307,4298.0,2302.5,1995.5,FAST_MOVER
869,3,29,2026-04-02,180,2520.0,1350.0,1170.0,FAST_MOVER
870,3,30,2026-04-02,285,7410.0,3990.0,3420.0,FAST_MOVER
871,3,31,2026-04-02,345,17940.0,9660.0,8280.0,FAST_MOVER
872,3,32,2026-04-02,92,5152.0,2760.0,2392.0,NORMAL
873,3,33,2026-04-02,96,816.0,432.0,384.0,NORMAL
874,3,34,2026-04-02,55,1045.0,550.0,495.0,NORMAL
875,3,35,2026-04-02,76,3952.0,2128.0,1824.0,NORMAL
876,3,36,2026-04-02,87,1914.0,1044.0,870.0,NORMAL
877,3,37,2026-04-02,59,708.0,383.5,324.5,NORMAL
878,3,38,2026-04-02,9,675.0,360.0,315.0,SLOW_MOVER
879,3,39,2026-04-02,60,1560.0,840.0,720.0,NORMAL
880,3,40,2026-04-02,48,1344.0,720.0,624.0,NORMAL
881,3,41,2026-04-02,71,11005.0,6035.0,4970.0,NORMAL
882,3,42,2026-04-02,86,11180.0,6020.0,5160.0,NORMAL
883,3,43,2026-04-02,51,1734.0,918.0,816.0,NORMAL
884,3,44,2026-04-02,30,1260.0,660.0,600.0,NORMAL
885,3,45,2026-04-02,66,1716.0,924.0,792.0,NORMAL
886,3,46,2026-04-02,66,1452.0,792.0,660.0,NORMAL
887,3,47,2026-04-02,23,1955.0,1035.0,920.0,NORMAL
888,3,48,2026-04-02,66,4752.0,2508.0,2244.0,NORMAL
889,3,49,2026-04-02,70,1960.0,1050.0,910.0,NORMAL
890,3,50,2026-04-02,11,1265.0,660.0,605.0,SLOW_MOVER
891,3,51,2026-04-02,69,3588.0,1932.0,1656.0,NORMAL
892,3,52,2026-04-02,44,4400.0,2420.0,1980.0,NORMAL
893,3,53,2026-04-02,92,3864.0,2024.0,1840.0,NORMAL
894,3,54,2026-04-02,7,182.0,98.0,84.0,SLOW_MOVER
895,3,55,2026-04-02,14,910.0,490.0,420.0,SLOW_MOVER
896,3,56,2026-04-02,319,5423.0,2871.0,2552.0,FAST_MOVER
897,3,57,2026-04-02,396,3762.0,1980.0,1782.0,FAST_MOVER
898,3,58,2026-04-02,39,858.0,468.0,390.0,NORMAL
899,3,59,2026-04-02,95,13775.0,7600.0,6175.0,NORMAL
900,3,60,2026-04-02,11,1210.0,660.0,550.0,SLOW_MOVER
901,4,1,2026-04-02,42,735.0,378.0,357.0,NORMAL
902,4,2,2026-04-02,42,693.0,357.0,336.0,NORMAL
903,4,3,2026-04-02,31,434.0,232.5,201.5,NORMAL
904,4,4,2026-04-02,78,2730.0,1404.0,1326.0,NORMAL
905,4,5,2026-04-02,56,5320.0,3080.0,2240.0,NORMAL
906,4,6,2026-04-02,22,484.0,264.0,220.0,NORMAL
907,4,7,2026-04-02,48,2016.0,1056.0,960.0,NORMAL
908,4,8,2026-04-02,86,4472.0,2408.0,2064.0,NORMAL
909,4,9,2026-04-02,149,819.5,417.2,402.3,FAST_MOVER
910,4,10,2026-04-02,398,1393.0,716.4,676.6,FAST_MOVER
911,4,11,2026-04-02,40,780.0,400.0,380.0,NORMAL
912,4,12,2026-04-02,271,4607.0,2439.0,2168.0,FAST_MOVER
913,4,13,2026-04-02,131,2227.0,1179.0,1048.0,FAST_MOVER
914,4,14,2026-04-02,74,703.0,370.0,333.0,NORMAL
915,4,15,2026-04-02,28,3360.0,1820.0,1540.0,NORMAL
916,4,16,2026-04-02,94,4512.0,2350.0,2162.0,NORMAL
917,4,17,2026-04-02,89,3115.0,1602.0,1513.0,NORMAL
918,4,18,2026-04-02,59,708.0,383.5,324.5,NORMAL
919,4,19,2026-04-02,399,5386.5,2793.0,2593.5,FAST_MOVER
920,4,20,2026-04-02,3,126.0,66.0,60.0,SLOW_MOVER
921,4,21,2026-04-02,291,3055.5,1600.5,1455.0,FAST_MOVER
922,4,22,2026-04-02,30,570.0,300.0,270.0,NORMAL
923,4,23,2026-04-02,55,1100.0,577.5,522.5,NORMAL
924,4,24,2026-04-02,33,627.0,330.0,297.0,NORMAL
925,4,25,2026-04-02,60,1500.0,780.0,720.0,NORMAL
926,4,26,2026-04-02,3,105.0,54.0,51.0,SLOW_MOVER
927,4,27,2026-04-02,133,5985.0,3192.0,2793.0,FAST_MOVER
928,4,28,2026-04-02,193,2702.0,1447.5,1254.5,FAST_MOVER
929,4,29,2026-04-02,169,2366.0,1267.5,1098.5,FAST_MOVER
930,4,30,2026-04-02,336,8736.0,4704.0,4032.0,FAST_MOVER
931,4,31,2026-04-02,245,12740.0,6860.0,5880.0,FAST_MOVER
932,4,32,2026-04-02,48,2688.0,1440.0,1248.0,NORMAL
933,4,33,2026-04-02,82,697.0,369.0,328.0,NORMAL
934,4,34,2026-04-02,86,1634.0,860.0,774.0,NORMAL
935,4,35,2026-04-02,63,3276.0,1764.0,1512.0,NORMAL
936,4,36,2026-04-02,78,1716.0,936.0,780.0,NORMAL
937,4,37,2026-04-02,70,840.0,455.0,385.0,NORMAL
938,4,38,2026-04-02,7,525.0,280.0,245.0,SLOW_MOVER
939,4,39,2026-04-02,63,1638.0,882.0,756.0,NORMAL
940,4,40,2026-04-02,62,1736.0,930.0,806.0,NORMAL
941,4,41,2026-04-02,37,5735.0,3145.0,2590.0,NORMAL
942,4,42,2026-04-02,83,10790.0,5810.0,4980.0,NORMAL
943,4,43,2026-04-02,82,2788.0,1476.0,1312.0,NORMAL
944,4,44,2026-04-02,88,3696.0,1936.0,1760.0,NORMAL
945,4,45,2026-04-02,29,754.0,406.0,348.0,NORMAL
946,4,46,2026-04-02,99,2178.0,1188.0,990.0,NORMAL
947,4,47,2026-04-02,25,2125.0,1125.0,1000.0,NORMAL
948,4,48,2026-04-02,72,5184.0,2736.0,2448.0,NORMAL
949,4,49,2026-04-02,64,1792.0,960.0,832.0,NORMAL
950,4,50,2026-04-02,15,1725.0,900.0,825.0,SLOW_MOVER
951,4,51,2026-04-02,20,1040.0,560.0,480.0,NORMAL
952,4,52,2026-04-02,68,6800.0,3740.0,3060.0,NORMAL
953,4,53,2026-04-02,31,1302.0,682.0,620.0,NORMAL
954,4,54,2026-04-02,9,234.0,126.0,108.0,SLOW_MOVER
955,4,55,2026-04-02,10,650.0,350.0,300.0,SLOW_MOVER
956,4,56,2026-04-02,132,2244.0,1188.0,1056.0,FAST_MOVER
957,4,57,2026-04-02,388,3686.0,1940.0,1746.0,FAST_MOVER
958,4,58,2026-04-02,66,1452.0,792.0,660.0,NORMAL
959,4,59,2026-04-02,21,3045.0,1680.0,1365.0,NORMAL
960,4,60,2026-04-02,14,1540.0,840.0,700.0,SLOW_MOVER
961,5,1,2026-04-02,34,595.0,306.0,289.0,NORMAL
962,5,2,2026-04-02,73,1204.5,620.5,584.0,NORMAL
963,5,3,2026-04-02,73,1022.0,547.5,474.5,NORMAL
964,5,4,2026-04-02,38,1330.0,684.0,646.0,NORMAL
965,5,5,2026-04-02,51,4845.0,2805.0,2040.0,NORMAL
966,5,6,2026-04-02,40,880.0,480.0,400.0,NORMAL
967,5,7,2026-04-02,68,2856.0,1496.0,1360.0,NORMAL
968,5,8,2026-04-02,41,2132.0,1148.0,984.0,NORMAL
969,5,9,2026-04-02,284,1562.0,795.2,766.8,FAST_MOVER
970,5,10,2026-04-02,224,784.0,403.2,380.8,FAST_MOVER
971,5,11,2026-04-02,69,1345.5,690.0,655.5,NORMAL
972,5,12,2026-04-02,337,5729.0,3033.0,2696.0,FAST_MOVER
973,5,13,2026-04-02,390,6630.0,3510.0,3120.0,FAST_MOVER
974,5,14,2026-04-02,57,541.5,285.0,256.5,NORMAL
975,5,15,2026-04-02,55,6600.0,3575.0,3025.0,NORMAL
976,5,16,2026-04-02,27,1296.0,675.0,621.0,NORMAL
977,5,17,2026-04-02,80,2800.0,1440.0,1360.0,NORMAL
978,5,18,2026-04-02,59,708.0,383.5,324.5,NORMAL
979,5,19,2026-04-02,178,2403.0,1246.0,1157.0,FAST_MOVER
980,5,20,2026-04-02,6,252.0,132.0,120.0,SLOW_MOVER
981,5,21,2026-04-02,199,2089.5,1094.5,995.0,FAST_MOVER
982,5,22,2026-04-02,42,798.0,420.0,378.0,NORMAL
983,5,23,2026-04-02,27,540.0,283.5,256.5,NORMAL
984,5,24,2026-04-02,78,1482.0,780.0,702.0,NORMAL
985,5,25,2026-04-02,22,550.0,286.0,264.0,NORMAL
986,5,26,2026-04-02,11,385.0,198.0,187.0,SLOW_MOVER
987,5,27,2026-04-02,366,16470.0,8784.0,7686.0,FAST_MOVER
988,5,28,2026-04-02,138,1932.0,1035.0,897.0,FAST_MOVER
989,5,29,2026-04-02,280,3920.0,2100.0,1820.0,FAST_MOVER
990,5,30,2026-04-02,175,4550.0,2450.0,2100.0,FAST_MOVER
991,5,31,2026-04-02,221,11492.0,6188.0,5304.0,FAST_MOVER
992,5,32,2026-04-02,43,2408.0,1290.0,1118.0,NORMAL
993,5,33,2026-04-02,65,552.5,292.5,260.0,NORMAL
994,5,34,2026-04-02,47,893.0,470.0,423.0,NORMAL
995,5,35,2026-04-02,95,4940.0,2660.0,2280.0,NORMAL
996,5,36,2026-04-02,50,1100.0,600.0,500.0,NORMAL
997,5,37,2026-04-02,96,1152.0,624.0,528.0,NORMAL
998,5,38,2026-04-02,13,975.0,520.0,455.0,SLOW_MOVER
999,5,39,2026-04-02,80,2080.0,1120.0,960.0,NORMAL
1000,5,40,2026-04-02,96,2688.0,1440.0,1248.0,NORMAL
1001,5,41,2026-04-02,85,13175.0,7225.0,5950.0,NORMAL
1002,5,42,2026-04-02,48,6240.0,3360.0,2880.0,NORMAL
1003,5,43,2026-04-02,76,2584.0,1368.0,1216.0,NORMAL
1004,5,44,2026-04-02,43,1806.0,946.0,860.0,NORMAL
1005,5,45,2026-04-02,55,1430.0,770.0,660.0,NORMAL
1006,5,46,2026-04-02,71,1562.0,852.0,710.0,NORMAL
1007,5,47,2026-04-02,42,3570.0,1890.0,1680.0,NORMAL
1008,5,48,2026-04-02,59,4248.0,2242.0,2006.0,NORMAL
1009,5,49,2026-04-02,100,2800.0,1500.0,1300.0,NORMAL
1010,5,50,2026-04-02,10,1150.0,600.0,550.0,SLOW_MOVER
1011,5,51,2026-04-02,90,4680.0,2520.0,2160.0,NORMAL
1012,5,52,2026-04-02,81,8100.0,4455.0,3645.0,NORMAL
1013,5,53,2026-04-02,53,2226.0,1166.0,1060.0,NORMAL
1014,5,54,2026-04-02,9,234.0,126.0,108.0,SLOW_MOVER
1015,5,55,2026-04-02,8,520.0,280.0,240.0,SLOW_MOVER
1016,5,56,2026-04-02,295,5015.0,2655.0,2360.0,FAST_MOVER
1017,5,57,2026-04-02,400,3800.0,2000.0,1800.0,FAST_MOVER
1018,5,58,2026-04-02,31,682.0,372.0,310.0,NORMAL
1019,5,59,2026-04-02,81,11745.0,6480.0,5265.0,NORMAL
1020,5,60,2026-04-02,15,1650.0,900.0,750.0,SLOW_MOVER
1021,6,1,2026-04-02,48,840.0,432.0,408.0,NORMAL
1022,6,2,2026-04-02,71,1171.5,603.5,568.0,NORMAL
1023,6,3,2026-04-02,26,364.0,195.0,169.0,NORMAL
1024,6,4,2026-04-02,47,1645.0,846.0,799.0,NORMAL
1025,6,5,2026-04-02,37,3515.0,2035.0,1480.0,NORMAL
1026,6,6,2026-04-02,69,1518.0,828.0,690.0,NORMAL
1027,6,7,2026-04-02,87,3654.0,1914.0,1740.0,NORMAL
1028,6,8,2026-04-02,86,4472.0,2408.0,2064.0,NORMAL
1029,6,9,2026-04-02,260,1430.0,728.0,702.0,FAST_MOVER
1030,6,10,2026-04-02,149,521.5,268.2,253.3,FAST_MOVER
1031,6,11,2026-04-02,50,975.0,500.0,475.0,NORMAL
1032,6,12,2026-04-02,125,2125.0,1125.0,1000.0,FAST_MOVER
1033,6,13,2026-04-02,361,6137.0,3249.0,2888.0,FAST_MOVER
1034,6,14,2026-04-02,67,636.5,335.0,301.5,NORMAL
1035,6,15,2026-04-02,77,9240.0,5005.0,4235.0,NORMAL
1036,6,16,2026-04-02,51,2448.0,1275.0,1173.0,NORMAL
1037,6,17,2026-04-02,73,2555.0,1314.0,1241.0,NORMAL
1038,6,18,2026-04-02,97,1164.0,630.5,533.5,NORMAL
1039,6,19,2026-04-02,200,2700.0,1400.0,1300.0,FAST_MOVER
1040,6,20,2026-04-02,8,336.0,176.0,160.0,SLOW_MOVER
1041,6,21,2026-04-02,200,2100.0,1100.0,1000.0,FAST_MOVER
1042,6,22,2026-04-02,61,1159.0,610.0,549.0,NORMAL
1043,6,23,2026-04-02,38,760.0,399.0,361.0,NORMAL
1044,6,24,2026-04-02,53,1007.0,530.0,477.0,NORMAL
1045,6,25,2026-04-02,86,2150.0,1118.0,1032.0,NORMAL
1046,6,26,2026-04-02,4,140.0,72.0,68.0,SLOW_MOVER
1047,6,27,2026-04-02,256,11520.0,6144.0,5376.0,FAST_MOVER
1048,6,28,2026-04-02,384,5376.0,2880.0,2496.0,FAST_MOVER
1049,6,29,2026-04-02,393,5502.0,2947.5,2554.5,FAST_MOVER
1050,6,30,2026-04-02,147,3822.0,2058.0,1764.0,FAST_MOVER
1051,6,31,2026-04-02,197,10244.0,5516.0,4728.0,FAST_MOVER
1052,6,32,2026-04-02,93,5208.0,2790.0,2418.0,NORMAL
1053,6,33,2026-04-02,42,357.0,189.0,168.0,NORMAL
1054,6,34,2026-04-02,20,380.0,200.0,180.0,NORMAL
1055,6,35,2026-04-02,46,2392.0,1288.0,1104.0,NORMAL
1056,6,36,2026-04-02,39,858.0,468.0,390.0,NORMAL
1057,6,37,2026-04-02,36,432.0,234.0,198.0,NORMAL
1058,6,38,2026-04-02,3,225.0,120.0,105.0,SLOW_MOVER
1059,6,39,2026-04-02,65,1690.0,910.0,780.0,NORMAL
1060,6,40,2026-04-02,54,1512.0,810.0,702.0,NORMAL
1061,6,41,2026-04-02,98,15190.0,8330.0,6860.0,NORMAL
1062,6,42,2026-04-02,87,11310.0,6090.0,5220.0,NORMAL
1063,6,43,2026-04-02,32,1088.0,576.0,512.0,NORMAL
1064,6,44,2026-04-02,81,3402.0,1782.0,1620.0,NORMAL
1065,6,45,2026-04-02,79,2054.0,1106.0,948.0,NORMAL
1066,6,46,2026-04-02,30,660.0,360.0,300.0,NORMAL
1067,6,47,2026-04-02,95,8075.0,4275.0,3800.0,NORMAL
1068,6,48,2026-04-02,89,6408.0,3382.0,3026.0,NORMAL
1069,6,49,2026-04-02,84,2352.0,1260.0,1092.0,NORMAL
1070,6,50,2026-04-02,6,690.0,360.0,330.0,SLOW_MOVER
1071,6,51,2026-04-02,22,1144.0,616.0,528.0,NORMAL
1072,6,52,2026-04-02,44,4400.0,2420.0,1980.0,NORMAL
1073,6,53,2026-04-02,73,3066.0,1606.0,1460.0,NORMAL
1074,6,54,2026-04-02,5,130.0,70.0,60.0,SLOW_MOVER
1075,6,55,2026-04-02,12,780.0,420.0,360.0,SLOW_MOVER
1076,6,56,2026-04-02,166,2822.0,1494.0,1328.0,FAST_MOVER
1077,6,57,2026-04-02,345,3277.5,1725.0,1552.5,FAST_MOVER
1078,6,58,2026-04-02,46,1012.0,552.0,460.0,NORMAL
1079,6,59,2026-04-02,24,3480.0,1920.0,1560.0,NORMAL
1080,6,60,2026-04-02,10,1100.0,600.0,500.0,SLOW_MOVER
