transaction_id,branch_id,cashier_id,total_amount,discount_amount,final_amount,payment_method,status,transaction_at
9233,6,19,511.41,51.14,460.27,CARD,COMPLETED,2026-03-28 19:01:00
9234,6,19,535.06,53.51,481.55,WALLET,COMPLETED,2026-03-28 12:30:00
9235,6,19,482.79,0.0,482.79,CARD,COMPLETED,2026-03-28 11:54:00
9236,6,18,119.42,0.0,119.42,WALLET,COMPLETED,2026-03-28 20:50:00
9237,6,18,197.12,9.86,187.26,CARD,COMPLETED,2026-03-28 14:07:00
9238,6,18,281.63,0.0,281.63,CARD,COMPLETED,2026-03-28 14:36:00
9239,6,18,451.17,0.0,451.17,CASH,COMPLETED,2026-03-28 20:35:00
9240,6,19,477.71,0.0,477.71,CASH,COMPLETED,2026-03-28 19:51:00
9241,6,19,202.46,0.0,202.46,CARD,COMPLETED,2026-03-28 14:29:00
9242,6,19,323.2,0.0,323.2,CASH,COMPLETED,2026-03-28 16:24:00
9243,6,18,395.3,19.77,375.53,CASH,COMPLETED,2026-03-28 21:08:00
9244,6,19,154.25,0.0,154.25,CASH,COMPLETED,2026-03-28 14:33:00
9245,6,19,386.56,0.0,386.56,CASH,COMPLETED,2026-03-28 18:24:00
9246,1,4,157.95,15.79,142.16,CARD,VOIDED,2026-03-29 17:49:00
9247,1,3,238.35,0.0,238.35,CASH,COMPLETED,2026-03-29 13:26:00
9248,1,4,280.72,0.0,280.72,CARD,COMPLETED,2026-03-29 21:28:00
9249,1,4,275.04,0.0,275.04,CASH,COMPLETED,2026-03-29 18:15:00
9250,1,3,379.75,0.0,379.75,CASH,REFUNDED,2026-03-29 14:35:00
9251,1,4,239.04,0.0,239.04,CASH,COMPLETED,2026-03-29 13:43:00
9252,1,4,327.98,0.0,327.98,WALLET,COMPLETED,2026-03-29 11:52:00
9253,1,4,412.07,0.0,412.07,CASH,COMPLETED,2026-03-29 09:16:00
9254,1,4,307.92,0.0,307.92,CASH,COMPLETED,2026-03-29 20:27:00
9255,1,4,227.59,0.0,227.59,WALLET,COMPLETED,2026-03-29 12:02:00
9256,1,3,352.33,17.62,334.71,CARD,COMPLETED,2026-03-29 20:27:00
9257,1,4,138.94,0.0,138.94,CASH,COMPLETED,2026-03-29 16:14:00
9258,1,4,134.62,0.0,134.62,CARD,COMPLETED,2026-03-29 21:07:00
9259,1,4,575.61,57.56,518.05,CASH,COMPLETED,2026-03-29 17:02:00
9260,1,4,43.32,2.17,41.15,CASH,COMPLETED,2026-03-29 17:14:00
9261,1,3,30.68,0.0,30.68,CASH,COMPLETED,2026-03-29 10:31:00
9262,1,4,57.07,0.0,57.07,CASH,COMPLETED,2026-03-29 20:04:00
9263,1,4,129.71,0.0,129.71,CASH,COMPLETED,2026-03-29 19:06:00
9264,1,4,566.56,56.66,509.9,CARD,COMPLETED,2026-03-29 19:00:00
9265,1,3,298.77,0.0,298.77,CASH,COMPLETED,2026-03-29 11:34:00
9266,1,3,448.34,22.42,425.92,CARD,COMPLETED,2026-03-29 15:21:00
9267,1,4,71.73,3.59,68.14,CASH,COMPLETED,2026-03-29 19:31:00
9268,1,3,124.83,0.0,124.83,WALLET,COMPLETED,2026-03-29 21:31:00
9269,1,3,234.58,23.46,211.12,CASH,COMPLETED,2026-03-29 19:07:00
9270,1,4,529.99,0.0,529.99,WALLET,COMPLETED,2026-03-29 17:02:00
9271,1,4,132.45,0.0,132.45,CASH,COMPLETED,2026-03-29 11:59:00
9272,1,3,127.5,6.38,121.12,CASH,COMPLETED,2026-03-29 09:31:00
9273,1,3,392.2,0.0,392.2,CASH,COMPLETED,2026-03-29 11:02:00
9274,1,3,352.72,0.0,352.72,CASH,COMPLETED,2026-03-29 19:35:00
9275,1,3,570.02,57.0,513.02,WALLET,COMPLETED,2026-03-29 18:57:00
9276,1,4,586.46,29.32,557.14,CARD,COMPLETED,2026-03-29 17:52:00
9277,1,3,470.16,23.51,446.65,CARD,COMPLETED,2026-03-29 18:29:00
9278,1,4,363.36,0.0,363.36,CASH,VOIDED,2026-03-29 19:37:00
9279,1,3,228.45,22.84,205.61,CASH,VOIDED,2026-03-29 10:36:00
9280,1,3,402.54,0.0,402.54,CASH,COMPLETED,2026-03-29 10:44:00
9281,2,6,328.94,32.89,296.05,CASH,COMPLETED,2026-03-29 14:11:00
9282,2,6,331.65,33.16,298.49,WALLET,COMPLETED,2026-03-29 18:31:00
9283,2,7,321.45,0.0,321.45,CARD,COMPLETED,2026-03-29 19:19:00
9284,2,7,442.69,22.13,420.56,CASH,REFUNDED,2026-03-29 12:45:00
9285,2,7,581.05,0.0,581.05,CASH,COMPLETED,2026-03-29 10:02:00
9286,2,6,459.98,0.0,459.98,CASH,COMPLETED,2026-03-29 16:03:00
9287,2,6,585.12,58.51,526.61,CASH,COMPLETED,2026-03-29 16:45:00
9288,2,6,467.35,0.0,467.35,CASH,COMPLETED,2026-03-29 10:56:00
9289,2,7,323.97,0.0,323.97,CASH,COMPLETED,2026-03-29 21:36:00
9290,2,7,557.49,0.0,557.49,CASH,COMPLETED,2026-03-29 20:51:00
9291,2,6,30.25,1.51,28.74,CASH,COMPLETED,2026-03-29 21:07:00
9292,2,7,327.58,0.0,327.58,CASH,COMPLETED,2026-03-29 09:58:00
9293,2,6,230.27,11.51,218.76,CARD,COMPLETED,2026-03-29 21:59:00
9294,2,6,164.51,16.45,148.06,CARD,COMPLETED,2026-03-29 09:40:00
9295,2,7,488.94,24.45,464.49,CASH,COMPLETED,2026-03-29 18:53:00
9296,2,7,595.61,0.0,595.61,CASH,COMPLETED,2026-03-29 13:17:00
9297,2,6,261.81,0.0,261.81,CASH,COMPLETED,2026-03-29 18:52:00
9298,2,6,349.18,0.0,349.18,CASH,COMPLETED,2026-03-29 14:42:00
9299,2,6,261.78,26.18,235.6,CASH,COMPLETED,2026-03-29 16:06:00
9300,2,6,200.54,0.0,200.54,CASH,COMPLETED,2026-03-29 09:18:00
9301,2,7,314.66,0.0,314.66,CARD,COMPLETED,2026-03-29 15:59:00
9302,2,6,251.55,0.0,251.55,CASH,COMPLETED,2026-03-29 16:49:00
9303,2,6,370.89,0.0,370.89,WALLET,COMPLETED,2026-03-29 11:21:00
9304,2,6,43.25,0.0,43.25,WALLET,COMPLETED,2026-03-29 18:13:00
9305,2,7,564.28,28.21,536.07,CASH,COMPLETED,2026-03-29 15:15:00
9306,2,7,233.33,0.0,233.33,WALLET,COMPLETED,2026-03-29 14:40:00
9307,2,7,200.33,10.02,190.31,CARD,COMPLETED,2026-03-29 12:07:00
9308,2,6,590.47,0.0,590.47,CASH,COMPLETED,2026-03-29 09:41:00
9309,2,6,597.15,0.0,597.15,CARD,COMPLETED,2026-03-29 14:58:00
9310,2,7,194.09,9.7,184.39,CASH,COMPLETED,2026-03-29 10:43:00
9311,2,6,340.73,34.07,306.66,CASH,COMPLETED,2026-03-29 09:27:00
9312,2,7,546.8,0.0,546.8,CASH,COMPLETED,2026-03-29 14:35:00
9313,3,9,250.44,12.52,237.92,CARD,COMPLETED,2026-03-29 09:38:00
9314,3,9,555.15,0.0,555.15,CASH,COMPLETED,2026-03-29 11:13:00
9315,3,10,517.44,25.87,491.57,CASH,COMPLETED,2026-03-29 09:39:00
9316,3,10,38.18,0.0,38.18,CARD,COMPLETED,2026-03-29 21:42:00
9317,3,9,343.36,0.0,343.36,CARD,COMPLETED,2026-03-29 21:51:00
9318,3,10,412.71,0.0,412.71,WALLET,COMPLETED,2026-03-29 09:30:00
9319,3,10,191.68,9.58,182.1,CARD,REFUNDED,2026-03-29 21:27:00
9320,3,9,148.68,0.0,148.68,CASH,COMPLETED,2026-03-29 13:50:00
9321,3,10,145.78,0.0,145.78,WALLET,COMPLETED,2026-03-29 16:55:00
9322,3,10,74.3,0.0,74.3,CARD,COMPLETED,2026-03-29 20:55:00
9323,3,10,312.67,0.0,312.67,CARD,COMPLETED,2026-03-29 10:44:00
9324,3,9,194.72,0.0,194.72,CASH,COMPLETED,2026-03-29 10:26:00
9325,3,10,394.63,0.0,394.63,CASH,COMPLETED,2026-03-29 14:34:00
9326,3,9,275.8,0.0,275.8,CASH,COMPLETED,2026-03-29 14:24:00
9327,3,9,510.54,0.0,510.54,CARD,COMPLETED,2026-03-29 15:06:00
9328,3,9,403.69,0.0,403.69,CARD,COMPLETED,2026-03-29 10:06:00
9329,4,12,276.84,0.0,276.84,CARD,REFUNDED,2026-03-29 16:36:00
9330,4,12,152.57,0.0,152.57,CARD,COMPLETED,2026-03-29 09:02:00
9331,4,13,219.76,10.99,208.77,CARD,VOIDED,2026-03-29 09:16:00
9332,4,12,331.54,0.0,331.54,CASH,COMPLETED,2026-03-29 21:39:00
9333,4,13,546.6,0.0,546.6,CASH,COMPLETED,2026-03-29 13:00:00
9334,4,12,41.72,0.0,41.72,CASH,COMPLETED,2026-03-29 11:24:00
9335,4,13,247.01,0.0,247.01,CASH,COMPLETED,2026-03-29 20:44:00
9336,4,12,260.34,0.0,260.34,CASH,COMPLETED,2026-03-29 16:06:00
9337,4,12,151.83,0.0,151.83,CASH,COMPLETED,2026-03-29 21:03:00
9338,4,13,60.23,0.0,60.23,CASH,VOIDED,2026-03-29 16:21:00
9339,4,13,426.28,0.0,426.28,CASH,COMPLETED,2026-03-29 10:26:00
9340,4,12,260.9,26.09,234.81,CASH,COMPLETED,2026-03-29 19:31:00
9341,4,13,369.36,0.0,369.36,CASH,COMPLETED,2026-03-29 16:17:00
9342,4,12,137.26,0.0,137.26,CASH,COMPLETED,2026-03-29 09:49:00
9343,4,13,484.87,0.0,484.87,CASH,COMPLETED,2026-03-29 15:52:00
9344,4,12,275.78,0.0,275.78,CARD,COMPLETED,2026-03-29 21:44:00
9345,4,13,315.35,0.0,315.35,CARD,COMPLETED,2026-03-29 14:52:00
9346,4,13,50.66,0.0,50.66,CARD,COMPLETED,2026-03-29 11:29:00
9347,4,12,53.69,0.0,53.69,CARD,COMPLETED,2026-03-29 15:41:00
9348,4,13,196.33,0.0,196.33,CASH,COMPLETED,2026-03-29 12:57:00
9349,4,13,523.05,26.15,496.9,CASH,COMPLETED,2026-03-29 21:23:00
9350,5,16,37.23,0.0,37.23,CASH,COMPLETED,2026-03-29 09:19:00
9351,5,16,584.38,0.0,584.38,CASH,COMPLETED,2026-03-29 17:14:00
9352,5,15,230.75,0.0,230.75,CASH,COMPLETED,2026-03-29 14:15:00
9353,5,16,34.45,0.0,34.45,CASH,VOIDED,2026-03-29 21:27:00
9354,5,16,40.5,0.0,40.5,CASH,COMPLETED,2026-03-29 18:48:00
9355,5,15,240.52,24.05,216.47,CASH,COMPLETED,2026-03-29 15:03:00
9356,5,16,338.86,0.0,338.86,CASH,COMPLETED,2026-03-29 18:11:00
9357,5,16,308.34,0.0,308.34,CARD,COMPLETED,2026-03-29 19:27:00
9358,5,16,569.42,28.47,540.95,CARD,COMPLETED,2026-03-29 17:12:00
9359,5,16,137.97,6.9,131.07,CASH,COMPLETED,2026-03-29 21:18:00
9360,5,15,543.76,0.0,543.76,CASH,COMPLETED,2026-03-29 16:43:00
9361,5,15,369.48,0.0,369.48,CASH,COMPLETED,2026-03-29 18:59:00
9362,5,15,227.53,11.38,216.15,CASH,REFUNDED,2026-03-29 09:32:00
9363,5,15,130.29,6.51,123.78,CARD,COMPLETED,2026-03-29 16:28:00
9364,5,15,116.85,0.0,116.85,CASH,COMPLETED,2026-03-29 17:32:00
9365,5,15,466.77,23.34,443.43,CASH,COMPLETED,2026-03-29 15:19:00
9366,5,16,413.93,0.0,413.93,CASH,COMPLETED,2026-03-29 13:40:00
9367,5,16,540.52,0.0,540.52,CASH,COMPLETED,2026-03-29 13:30:00
9368,5,16,216.16,0.0,216.16,CASH,COMPLETED,2026-03-29 21:00:00
9369,5,16,325.45,16.27,309.18,CASH,COMPLETED,2026-03-29 10:55:00
9370,5,16,513.58,0.0,513.58,CARD,COMPLETED,2026-03-29 19:00:00
9371,5,16,280.37,0.0,280.37,CASH,VOIDED,2026-03-29 14:15:00
9372,5,16,165.16,0.0,165.16,CASH,COMPLETED,2026-03-29 14:18:00
9373,5,16,240.66,0.0,240.66,WALLET,COMPLETED,2026-03-29 14:23:00
9374,5,16,144.49,0.0,144.49,CARD,COMPLETED,2026-03-29 21:49:00
9375,5,15,143.52,7.18,136.34,CARD,COMPLETED,2026-03-29 17:56:00
9376,5,16,525.12,26.26,498.86,CASH,COMPLETED,2026-03-29 10:58:00
9377,5,15,323.0,0.0,323.0,CARD,COMPLETED,2026-03-29 11:52:00
9378,5,16,82.73,4.14,78.59,CASH,COMPLETED,2026-03-29 20:36:00
9379,5,16,515.8,51.58,464.22,WALLET,COMPLETED,2026-03-29 15:31:00
9380,5,16,81.6,0.0,81.6,CASH,COMPLETED,2026-03-29 11:47:00
9381,5,15,58.33,0.0,58.33,CASH,COMPLETED,2026-03-29 13:31:00
9382,5,15,279.92,0.0,279.92,CASH,COMPLETED,2026-03-29 12:21:00
9383,5,15,534.33,0.0,534.33,CASH,COMPLETED,2026-03-29 10:23:00
9384,5,16,569.83,28.49,541.34,CASH,VOIDED,2026-03-29 09:19:00
9385,5,15,553.87,0.0,553.87,WALLET,COMPLETED,2026-03-29 20:35:00
9386,5,16,83.28,0.0,83.28,CASH,COMPLETED,2026-03-29 18:23:00
9387,5,16,122.75,0.0,122.75,CASH,COMPLETED,2026-03-29 10:07:00
9388,5,16,542.8,0.0,542.8,CASH,COMPLETED,2026-03-29 18:31:00
9389,6,19,95.91,0.0,95.91,CASH,COMPLETED,2026-03-29 13:15:00
9390,6,19,301.29,0.0,301.29,CARD,COMPLETED,2026-03-29 18:34:00
9391,6,18,242.8,0.0,242.8,CASH,COMPLETED,2026-03-29 19:33:00
9392,6,19,190.44,0.0,190.44,CARD,COMPLETED,2026-03-29 12:07:00
9393,6,19,85.56,0.0,85.56,CARD,COMPLETED,2026-03-29 12:30:00
9394,6,18,397.23,0.0,397.23,CASH,COMPLETED,2026-03-29 12:49:00
9395,6,18,534.1,53.41,480.69,CARD,COMPLETED,2026-03-29 19:09:00
9396,6,18,365.56,18.28,347.28,CASH,COMPLETED,2026-03-29 15:47:00
9397,6,18,238.7,0.0,238.7,CARD,COMPLETED,2026-03-29 18:03:00
9398,6,19,507.95,0.0,507.95,CASH,REFUNDED,2026-03-29 10:35:00
9399,6,19,583.73,0.0,583.73,CASH,COMPLETED,2026-03-29 11:29:00
9400,6,19,491.03,24.55,466.48,CARD,COMPLETED,2026-03-29 15:15:00
9401,6,18,226.54,0.0,226.54,CASH,COMPLETED,2026-03-29 09:38:00
9402,6,18,116.2,11.62,104.58,CARD,COMPLETED,2026-03-29 18:57:00
9403,6,19,54.89,5.49,49.4,CASH,COMPLETED,2026-03-29 21:18:00
9404,6,18,504.3,50.43,453.87,CARD,COMPLETED,2026-03-29 09:58:00
9405,6,19,509.86,25.49,484.37,CARD,COMPLETED,2026-03-29 21:40:00
9406,6,19,509.51,0.0,509.51,WALLET,VOIDED,2026-03-29 21:46:00
9407,6,18,186.16,9.31,176.85,CASH,COMPLETED,2026-03-29 18:27:00
9408,6,18,188.97,0.0,188.97,CASH,COMPLETED,2026-03-29 21:02:00
9409,6,18,203.82,0.0,203.82,CARD,REFUNDED,2026-03-29 11:42:00
9410,6,18,477.98,23.9,454.08,CASH,COMPLETED,2026-03-29 15:03:00
9411,6,19,313.54,0.0,313.54,CASH,COMPLETED,2026-03-29 09:56:00
9412,6,18,244.36,12.22,232.14,CASH,COMPLETED,2026-03-29 18:47:00
9413,6,18,281.48,0.0,281.48,CASH,COMPLETED,2026-03-29 19:37:00
9414,6,18,41.61,0.0,41.61,CASH,COMPLETED,2026-03-29 16:56:00
9415,6,18,202.73,0.0,202.73,CASH,COMPLETED,2026-03-29 21:16:00
9416,1,4,484.53,48.45,436.08,CARD,COMPLETED,2026-03-30 19:51:00
9417,1,3,460.76,46.08,414.68,CARD,COMPLETED,2026-03-30 12:15:00
9418,1,3,326.0,0.0,326.0,CASH,COMPLETED,2026-03-30 09:01:00
9419,1,4,213.68,0.0,213.68,CASH,COMPLETED,2026-03-30 12:57:00
9420,1,3,157.48,0.0,157.48,CARD,COMPLETED,2026-03-30 20:24:00
9421,1,3,205.89,0.0,205.89,CASH,COMPLETED,2026-03-30 20:21:00
9422,1,3,183.05,0.0,183.05,CASH,COMPLETED,2026-03-30 19:13:00
9423,1,3,343.5,0.0,343.5,CASH,COMPLETED,2026-03-30 18:44:00
9424,1,4,60.89,0.0,60.89,CASH,COMPLETED,2026-03-30 12:03:00
9425,1,4,574.77,28.74,546.03,CASH,COMPLETED,2026-03-30 17:10:00
9426,1,3,594.75,59.48,535.27,CARD,COMPLETED,2026-03-30 10:12:00
9427,1,4,51.27,0.0,51.27,WALLET,COMPLETED,2026-03-30 17:47:00
9428,1,3,364.07,36.41,327.66,CASH,COMPLETED,2026-03-30 16:01:00
9429,1,3,177.83,17.78,160.05,CASH,COMPLETED,2026-03-30 09:06:00
9430,1,4,100.89,5.04,95.85,CASH,COMPLETED,2026-03-30 21:18:00
9431,2,7,281.03,0.0,281.03,WALLET,COMPLETED,2026-03-30 12:13:00
9432,2,6,543.38,0.0,543.38,CASH,COMPLETED,2026-03-30 21:08:00
9433,2,7,77.5,7.75,69.75,WALLET,COMPLETED,2026-03-30 11:41:00
9434,2,7,569.91,0.0,569.91,CASH,COMPLETED,2026-03-30 12:12:00
9435,2,7,461.6,46.16,415.44,WALLET,COMPLETED,2026-03-30 13:06:00
9436,2,7,570.81,0.0,570.81,CARD,COMPLETED,2026-03-30 20:00:00
9437,2,6,533.52,0.0,533.52,CASH,COMPLETED,2026-03-30 19:08:00
9438,2,7,314.63,0.0,314.63,CASH,COMPLETED,2026-03-30 15:57:00
9439,2,7,251.84,0.0,251.84,CASH,COMPLETED,2026-03-30 14:04:00
9440,2,7,257.16,12.86,244.3,CARD,COMPLETED,2026-03-30 17:21:00
9441,2,7,548.92,0.0,548.92,CASH,COMPLETED,2026-03-30 14:05:00
9442,2,6,440.54,0.0,440.54,WALLET,COMPLETED,2026-03-30 13:23:00
9443,2,7,303.46,30.35,273.11,CASH,COMPLETED,2026-03-30 12:08:00
9444,2,7,545.2,0.0,545.2,WALLET,COMPLETED,2026-03-30 09:46:00
9445,2,6,305.21,0.0,305.21,CARD,COMPLETED,2026-03-30 12:40:00
9446,2,6,437.92,43.79,394.13,CARD,COMPLETED,2026-03-30 14:59:00
9447,2,7,60.7,6.07,54.63,CARD,COMPLETED,2026-03-30 17:04:00
9448,2,7,350.78,17.54,333.24,CASH,COMPLETED,2026-03-30 18:15:00
9449,2,6,381.82,19.09,362.73,CASH,COMPLETED,2026-03-30 21:12:00
9450,2,7,334.21,0.0,334.21,CARD,REFUNDED,2026-03-30 16:35:00
9451,2,7,209.4,20.94,188.46,CASH,COMPLETED,2026-03-30 16:18:00
9452,2,6,557.01,0.0,557.01,CASH,VOIDED,2026-03-30 12:54:00
9453,2,7,110.74,0.0,110.74,CARD,REFUNDED,2026-03-30 14:48:00
9454,2,6,308.28,0.0,308.28,CASH,COMPLETED,2026-03-30 12:49:00
9455,2,6,171.24,0.0,171.24,CASH,COMPLETED,2026-03-30 15:43:00
9456,2,6,590.36,0.0,590.36,CASH,COMPLETED,2026-03-30 14:03:00
9457,2,6,200.41,20.04,180.37,CASH,COMPLETED,2026-03-30 11:15:00
9458,2,6,442.18,0.0,442.18,CASH,COMPLETED,2026-03-30 11:37:00
9459,2,6,275.72,0.0,275.72,CASH,COMPLETED,2026-03-30 11:51:00
9460,2,6,165.98,16.6,149.38,CASH,COMPLETED,2026-03-30 21:20:00
9461,2,6,468.06,23.4,444.66,CARD,COMPLETED,2026-03-30 10:35:00
9462,2,6,240.91,12.05,228.86,CASH,COMPLETED,2026-03-30 11:31:00
9463,2,7,571.5,0.0,571.5,CASH,COMPLETED,2026-03-30 14:39:00
9464,3,10,508.0,25.4,482.6,CASH,REFUNDED,2026-03-30 20:38:00
9465,3,10,35.82,3.58,32.24,CASH,COMPLETED,2026-03-30 17:39:00
9466,3,9,394.46,0.0,394.46,CASH,COMPLETED,2026-03-30 18:22:00
9467,3,10,416.5,41.65,374.85,CASH,COMPLETED,2026-03-30 18:03:00
9468,3,9,492.68,0.0,492.68,CASH,COMPLETED,2026-03-30 10:35:00
9469,3,10,398.83,0.0,398.83,WALLET,COMPLETED,2026-03-30 10:42:00
9470,3,10,54.34,0.0,54.34,CARD,VOIDED,2026-03-30 14:15:00
9471,3,9,168.38,8.42,159.96,CASH,COMPLETED,2026-03-30 09:09:00
9472,3,9,333.83,0.0,333.83,CARD,COMPLETED,2026-03-30 10:47:00
9473,3,9,496.14,0.0,496.14,CARD,VOIDED,2026-03-30 21:38:00
9474,3,9,356.9,0.0,356.9,WALLET,COMPLETED,2026-03-30 14:46:00
9475,3,9,395.11,0.0,395.11,CASH,COMPLETED,2026-03-30 13:35:00
9476,3,10,586.81,0.0,586.81,CASH,COMPLETED,2026-03-30 12:24:00
9477,3,9,544.16,0.0,544.16,CASH,COMPLETED,2026-03-30 14:56:00
9478,3,10,210.74,10.54,200.2,CASH,COMPLETED,2026-03-30 15:13:00
9479,3,10,393.55,19.68,373.87,CASH,COMPLETED,2026-03-30 21:13:00
9480,3,9,77.42,0.0,77.42,CASH,COMPLETED,2026-03-30 16:25:00
9481,3,9,132.58,6.63,125.95,CASH,COMPLETED,2026-03-30 16:32:00
9482,3,10,384.05,38.41,345.64,CASH,COMPLETED,2026-03-30 10:36:00
9483,3,9,426.52,0.0,426.52,CASH,COMPLETED,2026-03-30 13:01:00
9484,3,10,112.02,0.0,112.02,WALLET,COMPLETED,2026-03-30 13:53:00
9485,3,10,51.3,0.0,51.3,CASH,REFUNDED,2026-03-30 12:37:00
9486,3,10,347.66,0.0,347.66,CARD,COMPLETED,2026-03-30 09:30:00
9487,3,10,155.27,0.0,155.27,CARD,COMPLETED,2026-03-30 16:01:00
9488,3,10,129.85,0.0,129.85,CASH,COMPLETED,2026-03-30 12:39:00
9489,3,9,167.6,0.0,167.6,WALLET,COMPLETED,2026-03-30 20:41:00
9490,3,9,403.1,0.0,403.1,CARD,COMPLETED,2026-03-30 11:14:00
9491,3,9,502.7,0.0,502.7,CARD,COMPLETED,2026-03-30 20:05:00
9492,3,10,568.56,56.86,511.7,CARD,COMPLETED,2026-03-30 10:02:00
9493,3,9,295.12,0.0,295.12,CARD,COMPLETED,2026-03-30 13:49:00
9494,3,9,99.3,0.0,99.3,WALLET,COMPLETED,2026-03-30 12:36:00
9495,3,10,276.89,0.0,276.89,CASH,COMPLETED,2026-03-30 11:56:00
9496,3,10,118.05,0.0,118.05,CARD,VOIDED,2026-03-30 16:13:00
9497,3,10,227.98,11.4,216.58,CASH,COMPLETED,2026-03-30 20:59:00
9498,3,10,232.08,0.0,232.08,CASH,COMPLETED,2026-03-30 10:14:00
9499,3,10,243.94,24.39,219.55,WALLET,COMPLETED,2026-03-30 18:24:00
9500,3,10,148.85,0.0,148.85,CASH,COMPLETED,2026-03-30 19:08:00
9501,3,10,237.53,0.0,237.53,CARD,COMPLETED,2026-03-30 10:13:00
9502,3,9,159.79,7.99,151.8,CASH,COMPLETED,2026-03-30 18:11:00
9503,4,12,192.72,0.0,192.72,CASH,COMPLETED,2026-03-30 21:17:00
9504,4,12,241.01,0.0,241.01,CASH,VOIDED,2026-03-30 17:54:00
9505,4,13,362.46,0.0,362.46,WALLET,COMPLETED,2026-03-30 21:48:00
9506,4,12,42.1,0.0,42.1,CARD,COMPLETED,2026-03-30 20:56:00
9507,4,12,33.96,0.0,33.96,CASH,COMPLETED,2026-03-30 12:13:00
9508,4,13,500.32,0.0,500.32,CASH,COMPLETED,2026-03-30 18:17:00
9509,4,13,591.18,29.56,561.62,CARD,COMPLETED,2026-03-30 10:23:00
9510,4,12,426.31,0.0,426.31,CASH,COMPLETED,2026-03-30 19:51:00
9511,4,13,437.18,43.72,393.46,CASH,COMPLETED,2026-03-30 13:48:00
9512,4,13,127.96,6.4,121.56,CARD,COMPLETED,2026-03-30 11:53:00
9513,4,12,390.53,0.0,390.53,CASH,COMPLETED,2026-03-30 11:42:00
9514,4,13,531.83,53.18,478.65,CARD,COMPLETED,2026-03-30 18:54:00
9515,4,12,67.88,0.0,67.88,WALLET,COMPLETED,2026-03-30 11:37:00
9516,4,12,534.88,0.0,534.88,CASH,COMPLETED,2026-03-30 19:42:00
9517,4,13,365.07,18.25,346.82,CASH,VOIDED,2026-03-30 15:10:00
9518,4,12,335.13,16.76,318.37,CASH,COMPLETED,2026-03-30 12:30:00
9519,4,13,333.16,0.0,333.16,CASH,COMPLETED,2026-03-30 21:53:00
9520,4,12,72.08,0.0,72.08,WALLET,COMPLETED,2026-03-30 21:01:00
9521,4,13,586.61,0.0,586.61,CARD,COMPLETED,2026-03-30 18:13:00
9522,4,12,295.67,0.0,295.67,CASH,COMPLETED,2026-03-30 13:47:00
9523,4,12,474.19,23.71,450.48,CASH,COMPLETED,2026-03-30 17:42:00
9524,4,13,275.21,13.76,261.45,CARD,REFUNDED,2026-03-30 20:49:00
9525,4,12,314.95,15.75,299.2,CASH,COMPLETED,2026-03-30 20:55:00
9526,4,13,356.91,0.0,356.91,CASH,COMPLETED,2026-03-30 11:35:00
9527,4,12,585.76,58.58,527.18,CARD,COMPLETED,2026-03-30 12:31:00
9528,4,13,400.14,0.0,400.14,WALLET,COMPLETED,2026-03-30 19:13:00
9529,4,13,203.65,0.0,203.65,CASH,COMPLETED,2026-03-30 18:38:00
9530,4,13,39.05,0.0,39.05,CARD,COMPLETED,2026-03-30 16:27:00
9531,4,12,485.34,24.27,461.07,CASH,COMPLETED,2026-03-30 14:38:00
9532,4,13,53.74,0.0,53.74,CASH,COMPLETED,2026-03-30 12:12:00
9533,4,13,473.15,47.31,425.84,CASH,COMPLETED,2026-03-30 15:59:00
9534,4,13,93.54,9.35,84.19,CASH,COMPLETED,2026-03-30 21:50:00
9535,4,13,521.47,0.0,521.47,CARD,COMPLETED,2026-03-30 15:17:00
9536,4,13,126.92,12.69,114.23,WALLET,COMPLETED,2026-03-30 14:16:00
9537,4,13,171.3,8.57,162.73,CASH,COMPLETED,2026-03-30 13:15:00
9538,4,13,105.66,0.0,105.66,CARD,COMPLETED,2026-03-30 18:21:00
9539,4,13,567.2,0.0,567.2,CASH,COMPLETED,2026-03-30 18:02:00
9540,4,13,554.4,0.0,554.4,CARD,COMPLETED,2026-03-30 19:32:00
9541,5,15,415.29,20.76,394.53,CASH,COMPLETED,2026-03-30 13:48:00
9542,5,16,169.85,0.0,169.85,CASH,COMPLETED,2026-03-30 21:00:00
9543,5,15,68.5,3.43,65.07,CARD,COMPLETED,2026-03-30 19:45:00
9544,5,16,332.83,0.0,332.83,CASH,COMPLETED,2026-03-30 10:18:00
9545,5,15,545.33,0.0,545.33,CASH,COMPLETED,2026-03-30 20:18:00
9546,5,16,141.99,14.2,127.79,CASH,COMPLETED,2026-03-30 19:04:00
9547,5,15,201.61,0.0,201.61,CARD,COMPLETED,2026-03-30 11:23:00
9548,5,15,135.67,0.0,135.67,CASH,REFUNDED,2026-03-30 20:13:00
9549,5,16,586.08,58.61,527.47,CASH,COMPLETED,2026-03-30 20:35:00
9550,5,15,345.8,0.0,345.8,CASH,COMPLETED,2026-03-30 15:26:00
9551,5,15,528.37,52.84,475.53,CASH,COMPLETED,2026-03-30 20:00:00
9552,5,15,208.57,0.0,208.57,CASH,COMPLETED,2026-03-30 15:43:00
9553,5,15,67.53,6.75,60.78,CASH,COMPLETED,2026-03-30 11:21:00
9554,5,15,225.85,0.0,225.85,CARD,COMPLETED,2026-03-30 11:10:00
9555,5,16,566.41,0.0,566.41,CASH,COMPLETED,2026-03-30 16:57:00
9556,5,16,38.46,3.85,34.61,CASH,COMPLETED,2026-03-30 17:43:00
